timestamp,DV1,DC1,DP1,G_V_L1,G_C_L1,G_P_L1,B_V1,B_C1,B_P1,ST_PG1,B_ST1,GRID_RELAY_ST1
2025-03-01 00:00:00,402.84708024178957,4.705551960348576,2180.933571493462,223.6000288523831,9.89628011868205,1716.3818476235851,49.03395430462483,8.68655599225126,522.5082600106492,Purchasing energy,Charging,Pull-in
2025-03-01 00:15:00,369.26030465970734,4.926088663847231,2180.7971919073843,225.60637051121967,8.228766264370574,2075.4464778371616,45.823518436284814,10.086386957816403,555.7288210238729,Purchasing energy,Discharging,Pull-in
2025-03-01 00:30:00,368.2935061534271,4.336551215095856,2515.2399246745513,227.62027544509218,11.320106314335705,1858.1498020258396,49.91020050656677,7.442220276131052,524.8574071384268,Purchasing energy,Discharging,Pull-out
2025-03-01 00:45:00,409.7454428148605,4.8307432234570955,2246.423640056923,214.76832848837557,8.376051169132287,1647.0693847445702,46.56286330282915,12.251663402913266,467.36958903918224,Purchasing energy,Discharging,Pull-out
2025-03-01 01:00:00,411.77706641947066,6.435199867756283,2129.916073818411,222.1569636735696,7.076173260170216,1779.074434078963,46.44676363370611,9.156194888299826,509.84410140931976,Static,Discharging,Pull-in
2025-03-01 01:15:00,377.13595030669575,3.375989189767827,2275.1965257417864,220.3190732207801,9.111367486422415,2321.748021265006,49.826649292872794,9.375192130558395,443.38407092683315,Static,Discharging,Pull-out
2025-03-01 01:30:00,414.3763929536487,5.410681166885995,2140.085443483698,218.0048298781701,7.757765684662758,1591.3076675035845,49.72951120712739,12.569199105902797,527.0791070574663,Purchasing energy,Charging,Pull-in
2025-03-01 01:45:00,405.6580431118689,4.478796249069421,2633.8956806173956,217.62667710628088,6.809824664618179,1646.4760937867986,47.6161872614779,13.011389957547788,467.7984481424907,Purchasing energy,Discharging,Pull-out
2025-03-01 02:00:00,400.96884471347283,3.4309240321148664,1602.56906607073,209.82579012036754,9.930658615117649,2268.135430163406,48.952307347370954,10.986551520485264,472.638531178138,Static,Discharging,Pull-out
2025-03-01 02:15:00,394.2194484639428,4.963419075423769,2009.5835807364151,219.28881977121736,7.152909211201604,2418.55453587268,49.87634885101926,13.464259962555472,394.43105198825594,Static,Charging,Pull-in
2025-03-01 02:30:00,413.580309881863,5.6241490941574295,2319.1121694839703,230.20509026294548,8.587566446088188,1561.800208759436,48.65525903097961,15.569102178962353,441.81030905939576,Purchasing energy,Charging,Pull-in
2025-03-01 02:45:00,383.5983540461132,6.9024564912480875,1301.3201713915316,219.32333721737209,8.966507798213929,1698.313758501456,53.30733207208926,9.8063726467539,475.3147090949666,Static,Charging,Pull-out
2025-03-01 03:00:00,402.79462333402165,4.955779813810283,2697.326223161656,213.91049577564138,12.122300932552896,1618.680483895928,44.393381993028896,9.003074843148283,485.4158853137232,Static,Discharging,Pull-out
2025-03-01 03:15:00,430.8625943643339,5.221413211281706,2974.145687713615,219.4697176679696,10.113002064745052,1653.2301860266823,46.62419182757312,10.341458300277306,429.21216939153135,Static,Discharging,Pull-out
2025-03-01 03:30:00,406.66939614680905,3.2462678912783,2532.5720033521134,219.0769959421513,12.110681688096747,2011.7161232297478,45.97140159370341,11.89757510256779,500.56956581865666,Static,Discharging,Pull-in
2025-03-01 03:45:00,359.1915706447737,5.416451710111277,2131.1112693495643,216.81127016291003,11.053305295524904,1946.447253510235,49.515727210556356,8.81432057094535,505.3844751396854,Purchasing energy,Charging,Pull-in
2025-03-01 04:00:00,416.35520640830174,5.647953042435978,2292.355341153349,225.94782364540913,12.190285381646222,1853.195772330257,47.582251483412634,9.942522725241517,402.9251816765638,Purchasing energy,Discharging,Pull-in
2025-03-01 04:15:00,417.15332238164467,4.985521277646638,2557.379277791957,228.80779772651107,13.335048160546748,1115.5581427090412,45.50230937210114,11.338295306962907,365.7982228774227,Static,Discharging,Pull-out
2025-03-01 04:30:00,450.8137697835909,5.649069219443582,1682.6212607871573,225.52959267703304,9.036571732580084,1709.5485868940043,48.9084416966679,11.196269562972358,510.1589389870117,Static,Discharging,Pull-out
2025-03-01 04:45:00,429.65008489210726,5.124891606484992,1467.4442970711941,220.88249308557252,12.0199305855525,2386.4609879661957,50.363365377787744,11.076982890990266,440.51627519792237,Purchasing energy,Charging,Pull-out
2025-03-01 05:00:00,390.29828220407074,3.6690588758778073,1872.2317210445847,227.49052660727702,9.710890426273698,1452.690062523007,47.058531416485756,7.064843221408858,546.1503004818734,Purchasing energy,Charging,Pull-in
2025-03-01 05:15:00,407.26288959757164,5.67267194563733,2170.3654918794737,225.90547157194592,9.206841808673154,1782.635618943609,48.29165404961592,6.5599742703370465,397.14561170225755,Purchasing energy,Charging,Pull-in
2025-03-01 05:30:00,425.2350075890393,3.802811663829715,1291.3262735506796,218.55015369760872,9.429406179565136,2071.5721347745716,48.300905218968424,6.903233237652154,401.29455298382,Static,Charging,Pull-in
2025-03-01 05:45:00,445.25773256403005,4.468549756896658,2157.6551816836313,222.1053947212843,10.003397248008575,1401.9342285193613,48.01911052199723,10.6141214658346,473.45730960207743,Static,Discharging,Pull-out
2025-03-01 06:00:00,398.92066299482735,3.299759347998617,1184.7347338397035,216.94972541457145,11.053814094188697,1859.8936693017774,51.8651113924435,8.48886471874968,465.51824604565365,Static,Charging,Pull-in
2025-03-01 06:15:00,430.5560418701574,4.452428647118895,2074.135298809015,221.0658732161216,8.88499207030076,992.2635616684712,47.92469562633245,10.728231259499996,488.5168737868686,Purchasing energy,Discharging,Pull-out
2025-03-01 06:30:00,423.0147356819675,5.601832004402679,1281.8480066499496,216.11159029866448,8.70619412098338,1864.8321214351622,50.24555177410904,7.4289915663093264,489.5156837086113,Purchasing energy,Charging,Pull-out
2025-03-01 06:45:00,398.54261815980016,4.732620825179034,2125.385232753022,217.85958976602595,7.555984134169582,1902.5592679199337,50.51958561035518,13.908816940451509,507.35489534767856,Static,Charging,Pull-out
2025-03-01 07:00:00,405.5531654852707,3.6693548459230967,2480.783613036633,210.16479410429008,6.62830353770083,1455.0448590991361,50.62665393502877,9.676943282785148,516.3782937592069,Static,Charging,Pull-out
2025-03-01 07:15:00,432.6828468467578,7.2348403881444625,1888.1594377784354,219.72526318580321,6.497281856945197,1350.7833167943452,47.99502523589578,11.060855703165126,473.715894374274,Purchasing energy,Charging,Pull-out
2025-03-01 07:30:00,432.2191188271624,3.4860630093494214,2897.761010522694,215.61729932412143,14.128311064270761,1932.1002577755473,49.66764224326048,10.830341268961261,506.66170299096615,Purchasing energy,Charging,Pull-out
2025-03-01 07:45:00,420.66676272866573,4.5671837015259795,1898.59251178275,219.81499288166444,11.500934729215896,1783.3622779269979,47.98126430290259,11.069749137917208,566.266710791818,Static,Discharging,Pull-in
2025-03-01 08:00:00,403.93729690264365,4.353544118433519,2250.636820847088,220.0753292576163,10.361610195471032,1470.7875387760923,45.586115281973974,8.36869253345564,421.16160555560697,Purchasing energy,Charging,Pull-out
2025-03-01 08:15:00,421.3759356142078,4.482833896085169,1986.5154541398897,231.1343077435397,10.880905060877295,1684.7098537079705,49.27505088832087,7.486455294985463,523.4790588912297,Static,Discharging,Pull-in
2025-03-01 08:30:00,386.78236456748766,6.127085511128467,1485.0897445121445,213.71983649084663,9.59437691344022,1988.415605105469,50.204601283361164,8.365734375998645,416.60806204888127,Purchasing energy,Discharging,Pull-out
